XLS_RowNumber	CustomerID	Calendarday	month	PerformanceEvaluationPlanned	PerformanceEvaluationExecuted	PerformanceEvaluationAdHoc	TERRID	SAPECCSalesGroup	SAPECoeficient	APECoeficient	FPECoeficient	SAMEDAYVISIT	OVERDUE	UNDERDUE	OK	NOTOK	STATUS	OVERDUEDAYS
335	100000200	2017-08-24	8	 	 	 	Employee 43	Team 1		72.967	0.0	 	 	 	 	 	 	 
344	100000200	2017-10-19	10	 	 	 	Employee 43	Team 1		76.407	83.38799999999999	 	 	 	 	 	 	 
350	100000200	2017-11-16	11	 	 	 	Employee 43	Team 1	86.037		82.125	 	 	 	 	 	 	 
352	100000200	2017-11-23	11	 	 	 	Employee 43	Team 1	71.808		82.125	 	 	 	 	 	 	 
356	100000200	2017-12-07	12	 	 	 	Employee 43	Team 1		79.807	83.919	 	 	 	 	 	 	 
383	100000202	2017-06-20	6	 	 	 	Employee 28	Team 5		63.025	59.583	 	 	 	 	 	 	 
394	100000202	2017-08-16	8	 	 	 	Employee 28	Team 5		64.442	63.312	 	 	 	 	 	 	 
405	100000202	2017-10-25	10	 	 	 	Employee 28	Team 5		71.525	69.967	 	 	 	 	 	 	 
410	100000202	2017-11-21	11	 	 	 	Employee 28	Team 5		61.75	71.1	 	 	 	 	 	 	 
425	100000203	2017-06-20	6	 	 	 	Employee 28	Team 5		77.013	61.108000000000004	 	 	 	 	 	 	 
436	100000203	2017-08-16	8	 	 	 	Employee 28	Team 5		79.26899999999999	78.762	 	 	 	 	 	 	 
443	100000203	2017-09-26	9	 	 	 	Employee 28	Team 5		78.38	78.937	 	 	 	 	 	 	 
448	100000203	2017-10-25	10	 	 	 	Employee 28	Team 5		82.712	80.312	 	 	 	 	 	 	 
453	100000203	2017-11-21	11	 	 	 	Employee 28	Team 5		58.3	60.684	 	 	 	 	 	 	 
499	100000206	2017-05-17	5	 	 	 	Employee 42	Team 1		71.219	79.563	 	 	 	 	 	 	 
509	100000206	2017-07-19	7	 	 	 	Employee 42	Team 1		79.628	81.138	 	 	 	 	 	 	 
518	100000206	2017-09-13	9	 	 	 	Employee 42	Team 1		81.703	80.477	 	 	 	 	 	 	 
538	100000208	2017-05-13	5	 	 	 	Employee 42	Team 1		68.615	75.631	 	 	 	 	 	 	 
642	100000213	2017-05-17	5	 	 	 	Employee 27	Team 5		77.182	85.01899999999999	 	 	 	 	 	 	 
651	100000213	2017-07-12	7	 	 	 	Employee 27	Team 5		92.772	90.689	 	 	 	 	 	 	 
670	100000213	2017-11-16	11	 	 	 	Employee 27	Team 5		85.24600000000001	83.193	 	 	 	 	 	 	 
674	100000213	2017-12-06	12	 	 	 	Employee 27	Team 5		85.80799999999999	83.508	 	 	 	 	 	 	 
713	100000216	2017-12-12	12	 	 	 	Employee 26	Team 5		91.7	91.1	 	 	 	 	 	 	 
733	100000217	2017-08-11	8	 	 	 	Employee 26	Team 5	45.842		45.585	 	 	 	 	 	 	 
763	100000218	2017-06-24	6	 	 	 	Employee 26	Team 5		46.565	47.032	 	 	 	 	 	 	 
827	100000220	2017-12-12	12	 	 	 	Employee 26	Team 5		82.654	94.305	 	 	 	 	 	 	 
834	100000221	2017-05-12	5	 	 	 	Employee 29	Team 5	37.235		37.235	 	 	 	 	 	 	 
890	100000223	2017-07-15	7	 	 	 	Employee 29	Team 5		73.301	84.515	 	 	underdue	 	 	underdue	 
944	100000225	2017-05-12	5	 	 	 	Employee 43	Team 1		66.683	69.186	 	 	 	 	 	 	 
957	100000225	2017-07-19	7	 	 	 	Employee 43	Team 1	75.243	71.376	77.557	same day visit	 	 	 	 	same day visit	 
960	100000225	2017-08-02	8	 	 	 	Employee 43	Team 1	75.957		75.957	 	 	 	 	 	 	 
968	100000225	2017-09-21	9	 	 	 	Employee 43	Team 1		85.12200000000001	78.94	 	 	 	 	 	 	 
983	100000225	2017-12-20	12	 	 	 	Employee 43	Team 1		79.39699999999999	89.508	 	 	 	 	 	 	 
993	100000227	2017-06-20	6	 	 	 	Employee 48	Team 4		90.227	69.271	 	 	 	 	 	 	 
1008	100000227	2017-09-20	9	 	 	 	Employee 48	Team 4		99.463	82.45	 	 	 	 	 	 	 
1031	100000228	2017-06-20	6	 	 	 	Employee 48	Team 4		85.458	86.463	 	 	 	 	 	 	 
1046	100000228	2017-09-20	9	 	 	 	Employee 48	Team 4		93.06700000000001	89.463	 	 	 	 	 	 	 
1177	100000240	2017-05-11	5	 	 	 	Employee 45	Team 4		45.748000000000005	29.427	 	 	 	 	 	 	 
1212	100000242	2017-07-19	7	 	 	 	Employee 48	Team 4		27.888	0.0	 	 	 	 	 	 	 
1233	100000243	2017-06-21	6	 	 	 	Employee 48	Team 4		46.975	48.44	 	 	 	 	 	 	 
1248	100000243	2017-09-20	9	 	 	 	Employee 48	Team 4		47.622	45.152	 	 	 	 	 	 	 
1262	100000243	2017-12-20	12	 	 	 	Employee 48	Team 4		39.578	44.0	 	 	 	 	 	 	 
1276	100000244	2017-07-22	7	 	 	 	Employee 46	Team 4		59.275	43.092	 	 	 	 	 	 	 
1300	100000245	2017-07-22	7	 	 	 	Employee 46	Team 4		79.29	66.734	 	 	 	 	 	 	 
1308	100000245	2017-09-09	9	 	 	 	Employee 46	Team 4		74.308	79.172	 	 	 	 	 	 	 
1320	100000245	2017-11-17	11	 	 	 	Employee 46	Team 4		67.596	79.9	 	 	 	 	 	 	 
1334	100000246	2017-08-19	8	 	 	 	Employee 46	Team 4		62.75	59.062	 	 	 	 	 	 	 
1338	100000246	2017-09-09	9	 	 	 	Employee 46	Team 4		76.35	78.75	 	 	 	 	 	 	 
1349	100000246	2017-11-17	11	 	 	 	Employee 46	Team 4		85.125	86.18799999999999	 	 	 	 	 	 	 
1365	100000247	2017-08-19	8	 	 	 	Employee 46	Team 4		69.615	73.65	 	 	 	 	 	 	 
1416	100000252	2017-06-21	6	 	 	 	Employee 45	Team 4		92.6	90.516	 	 	underdue	 	 	underdue	 
1454	100000253	2017-06-21	6	 	 	 	Employee 45	Team 4		80.286	87.486	 	 	 	 	 	 	 
1468	100000253	2017-09-12	9	 	 	 	Employee 45	Team 4		83.70700000000001	87.10799999999999	 	 	 	 	 	 	 
1474	100000253	2017-10-17	10	 	 	 	Employee 45	Team 4		83.4	91.008	 	 	 	 	 	 	 
1480	100000253	2017-11-21	11	 	 	 	Employee 45	Team 4		90.069	91.45200000000001	 	 	 	 	 	 	 
1514	100000259	2017-05-12	5	 	 	 	Employee 45	Team 4		89.26299999999999	88.321	 	 	 	 	 	 	 
1526	100000259	2017-07-18	7	 	 	 	Employee 45	Team 4		93.806	86.459	 	 	 	 	 	 	 
1565	100000259	2017-11-28	12	 	 	 	Employee 45	Team 4	90.721		90.721	 	 	 	 	 	 	 
1602	100000262	2017-11-03	11	 	 	 	Employee 39	Team 6		78.4	78.4	 	 	 	 	 	 	 
1609	100000263	2017-07-21	7	 	 	 	Employee 39	Team 6		35.161	40.19	 	 	 	 	 	 	 
1649	100000269	2017-08-19	8	 	 	 	Employee 39	Team 6		77.686	68.88600000000001	 	 	 	 	 	 	 
1707	100000280	2017-06-13	6	 	 	 	Employee 39	Team 6		52.128	46.211999999999996	 	 	 	 	 	 	 
1721	100000280	2017-12-13	12	 	 	 	Employee 39	Team 6		51.747	51.895	 	 	 	 	 	 	 
1729	100000282	2017-06-15	6	 	 	 	Employee 35	Team 6		68.925	46.681000000000004	 	 	 	 	 	 	 
1765	100000286	2017-07-25	7	 	 	 	Employee 38	Team 6		84.495	77.342	 	 	 	 	 	 	 
1774	100000286	2017-09-20	9	 	 	 	Employee 38	Team 6		84.495	77.342	 	 	 	 	 	 	 
1787	100000286	2017-12-12	12	 	 	 	Employee 38	Team 6		81.748	77.874	 	 	 	 	 	 	 
1798	100000294	2017-08-12	8	 	 	 	Employee 38	Team 6		88.95	82.883	 	 	 	 	 	 	 
1812	100000294	2017-11-11	11	 	 	 	Employee 38	Team 6		73.933	84.80799999999999	 	 	 	 	 	 	 
1840	100000298	2017-05-24	5	 	 	 	Employee 34	Team 6		95.1	92.037	 	 	 	 	 	 	 
1902	100000302	2017-05-12	5	 	 	 	Employee 37	Team 6		67.05	58.05	 	 	 	 	 	 	 
1912	100000302	2017-08-15	8	 	 	 	Employee 37	Team 6		44.7	36.6	 	 	 	 	 	 	 
1917	100000302	2017-09-12	9	 	 	 	Employee 37	Team 6		54.6	64.933	 	 	 	 	 	 	 
1949	100000303	2017-08-15	8	 	 	 	Employee 37	Team 6		42.648	40.698	 	 	 	 	 	 	 
1982	100000308	2017-08-20	8	 	 	 	Employee 45	Team 4		67.417	71.667	 	 	underdue	 	 	underdue	 
1998	100000308	2017-12-02	12	 	 	 	Employee 45	Team 4		64.583	68.833	 	 	 	 	 	 	 
2016	100000310	2017-08-15	8	 	 	 	Employee 37	Team 6		27.585		 	 	underdue	 	 	underdue	 
2021	100000310	2017-09-12	9	 	 	 	Employee 37	Team 6		30.768		 	 	underdue	 	 	underdue	 
2030	100000310	2017-11-07	11	 	 	 	Employee 37	Team 6		22.28		 	 	underdue	 	 	underdue	 
2042	100000312	2017-05-12	5	 	 	 	Employee 37	Team 6		72.0	72.0	 	 	 	 	 	 	 
2056	100000312	2017-08-15	8	 	 	 	Employee 37	Team 6		76.3	88.0	 	 	 	 	 	 	 
2061	100000312	2017-09-12	9	 	 	 	Employee 37	Team 6		68.7	42.65	 	 	 	 	 	 	 
2070	100000312	2017-11-07	11	 	 	 	Employee 37	Team 6		79.9	85.3	 	 	 	 	 	 	 
2092	100000313	2017-08-15	8	 	 	 	Employee 37	Team 6		85.12700000000001	92.02600000000001	 	 	 	 	 	 	 
2097	100000313	2017-09-12	9	 	 	 	Employee 37	Team 6		94.241	92.02600000000001	 	 	 	 	 	 	 
2115	100000314	2017-05-12	5	 	 	 	Employee 37	Team 6		84.2	84.39399999999999	 	 	 	 	 	 	 
2129	100000314	2017-08-15	8	 	 	 	Employee 37	Team 6		82.45	85.01700000000001	 	 	 	 	 	 	 
2134	100000314	2017-09-12	9	 	 	 	Employee 37	Team 6		91.55	82.45	 	 	 	 	 	 	 
2143	100000314	2017-11-07	11	 	 	 	Employee 37	Team 6		94.7	82.45	 	 	 	 	 	 	 
2153	100000315	2017-05-12	5	 	 	 	Employee 37	Team 6		88.1	84.30799999999999	 	 	 	 	 	 	 
2167	100000315	2017-08-15	8	 	 	 	Employee 37	Team 6		89.275	88.95	 	 	 	 	 	 	 
2172	100000315	2017-09-12	9	 	 	 	Employee 37	Team 6		91.171	88.95	 	 	 	 	 	 	 
2181	100000315	2017-11-07	11	 	 	 	Employee 37	Team 6		90.9	86.213	 	 	 	 	 	 	 
2191	100000316	2017-05-12	5	 	 	 	Employee 37	Team 6		67.9	76.6	 	 	 	 	 	 	 
2205	100000316	2017-08-15	8	 	 	 	Employee 37	Team 6		73.3	82.3	 	 	 	 	 	 	 
2210	100000316	2017-09-12	9	 	 	 	Employee 37	Team 6		88.0	82.3	 	 	 	 	 	 	 
2219	100000316	2017-11-07	11	 	 	 	Employee 37	Team 6		85.0	80.8	 	 	 	 	 	 	 
2231	100000318	2017-05-16	5	 	 	 	Employee 17	Team 8		42.185		 	 	underdue	 	 	underdue	 
2271	100000320	2017-06-14	6	 	 	 	Employee 14	Team 8		77.342	84.824	 	 	 	 	 	 	 
2321	100000327	2017-08-09	8	 	 	 	Employee 14	Team 8		94.056	98.6	 	 	 	 	 	 	 
2348	100000328	2017-06-15	6	 	 	 	Employee 17	Team 8		100.0		 	 	underdue	 	 	underdue	 
2371	100000329	2017-06-14	6	 	 	 	Employee 14	Team 8		70.069	55.622	 	 	 	 	 	 	 
2437	100000332	2017-05-17	5	 	 	 	Employee 17	Team 8		96.427		 	 	underdue	 	 	underdue	 
2448	100000332	2017-07-19	7	 	 	 	Employee 17	Team 8		91.555	86.23	 	 	 	 	 	 	 
2466	100000332	2017-11-16	11	 	 	 	Employee 17	Team 8		80.555	91.749	 	 	 	 	 	 	 
2480	100000333	2017-06-17	6	 	 	 	Employee 17	Team 8		58.956		 	 	underdue	 	 	underdue	 
2513	100000334	2017-05-17	5	 	 	 	Employee 17	Team 8		66.49600000000001		 	 	underdue	 	 	underdue	 
2524	100000334	2017-07-19	7	 	 	 	Employee 17	Team 8		69.062	75.07600000000001	 	 	 	 	 	 	 
2551	100000336	2017-07-19	7	 	 	 	Employee 17	Team 8		69.29899999999999	77.633	 	 	 	 	 	 	 
2569	100000336	2017-11-16	11	 	 	 	Employee 17	Team 8		74.535	77.128	 	 	 	 	 	 	 
2615	100000338	2017-05-17	5	 	 	 	Employee 17	Team 8		84.428		 	 	underdue	 	 	underdue	 
2626	100000338	2017-07-19	7	 	 	 	Employee 17	Team 8		84.681	85.175	 	 	 	 	 	 	 
2644	100000338	2017-11-16	11	 	 	 	Employee 17	Team 8		89.912	90.134	 	 	 	 	 	 	 
2659	100000339	2017-06-24	6	 	 	 	Employee 6	Team 8		89.448	97.529	 	 	 	 	 	 	 
2669	100000339	2017-08-25	8	 	 	 	Employee 6	Team 8		76.679	50.2	 	 	 	 	 	 	 
2672	100000339	2017-09-09	9	 	 	 	Employee 6	Team 8		82.62100000000001	66.933	 	 	 	 	 	 	 
2678	100000339	2017-10-13	10	 	 	 	Employee 6	Team 8		71.982	73.696	 	 	 	 	 	 	 
2683	100000339	2017-11-11	11	 	 	 	Employee 6	Team 8		85.225	90.69200000000001	 	 	 	 	 	 	 
2687	100000339	2017-12-01	12	 	 	 	Employee 6	Team 8		92.19200000000001	94.19200000000001	 	 	 	 	 	 	 
2700	100000340	2017-06-24	6	 	 	 	Employee 6	Team 8		97.625	98.419	 	 	 	 	 	 	 
2710	100000340	2017-08-25	8	 	 	 	Employee 6	Team 8		83.69	94.471	 	 	 	 	 	 	 
2713	100000340	2017-09-09	9	 	 	 	Employee 6	Team 8		90.89399999999999	94.471	 	 	 	 	 	 	 
2719	100000340	2017-10-13	10	 	 	 	Employee 6	Team 8		88.065	93.936	 	 	 	 	 	 	 
2724	100000340	2017-11-11	11	 	 	 	Employee 6	Team 8		93.757	97.079	 	 	 	 	 	 	 
2728	100000340	2017-12-01	12	 	 	 	Employee 6	Team 8		100.4	100.4	 	 	 	 	 	 	 
2757	100000341	2017-11-11	11	 	 	 	Employee 6	Team 8		73.374	68.986	 	 	 	 	 	 	 
2766	100000343	2017-05-10	5	 	 	 	Employee 6	Team 8		92.61399999999999	88.76299999999999	 	 	 	 	 	 	 
2777	100000343	2017-07-20	7	 	 	 	Employee 6	Team 8		93.23200000000001	94.85	 	 	 	 	 	 	 
2803	100000344	2017-05-10	5	 	 	 	Employee 6	Team 8		5.938	7.875	 	 	 	 	 	 	 
2814	100000345	2017-05-10	5	 	 	 	Employee 6	Team 8		87.792	93.55	 	 	 	 	 	 	 
2825	100000345	2017-07-20	7	 	 	 	Employee 6	Team 8		85.42399999999999	93.704	 	 	 	 	 	 	 
2851	100000348	2017-05-10	5	 	 	 	Employee 6	Team 8		25.671	33.836	 	 	 	 	 	 	 
2862	100000348	2017-07-20	7	 	 	 	Employee 6	Team 8		31.281999999999996	20.523000000000003	 	 	 	 	 	 	 
2888	100000349	2017-05-10	5	 	 	 	Employee 6	Team 8		44.407	20.784000000000002	 	 	 	 	 	 	 
2940	100000353	2017-08-25	8	 	 	 	Employee 6	Team 8		20.526999999999997	0.0	 	 	 	 	 	 	 
2955	100000353	2017-12-01	12	 	 	 	Employee 6	Team 8		40.516999999999996	38.717	 	 	 	 	 	 	 
2991	100000356	2017-08-25	8	 	 	 	Employee 6	Team 8		35.415	30.878	 	 	 	 	 	 	 
3006	100000356	2017-12-01	12	 	 	 	Employee 6	Team 8		35.885999999999996	35.166	 	 	 	 	 	 	 
3023	100000358	2017-08-25	8	 	 	 	Employee 6	Team 8		55.083999999999996	0.0	 	 	 	 	 	 	 
3060	100000361	2017-08-25	8	 	 	 	Employee 6	Team 8		29.197	0.0	 	 	 	 	 	 	 
3080	100000364	2017-05-12	5	 	 	 	Employee 14	Team 8		47.797	54.773999999999994	 	 	 	 	 	 	 
3149	100000369	2017-10-20	10	 	 	 	Employee 17	Team 8		45.633	65.346	 	 	 	 	 	 	 
3179	100000373	2017-05-17	5	 	 	 	Employee 17	Team 8		53.98		 	 	underdue	 	 	underdue	 
3190	100000373	2017-07-19	7	 	 	 	Employee 17	Team 8		44.581	38.965	 	 	 	 	 	 	 
3195	100000373	2017-08-17	8	 	 	 	Employee 17	Team 8		45.026	52.655	 	 	 	 	 	 	 
3201	100000373	2017-09-21	9	 	 	 	Employee 17	Team 8		46.549	50.681999999999995	 	 	 	 	 	 	 
3210	100000373	2017-11-16	11	 	 	 	Employee 17	Team 8		34.091	38.508	 	 	 	 	 	 	 
3218	100000376	2017-05-12	5	 	 	 	Employee 14	Team 8		81.055	84.43	 	 	 	 	 	 	 
3236	100000377	2017-05-12	5	 	 	 	Employee 14	Team 8		47.901	59.303999999999995	 	 	 	 	 	 	 
3275	100000378	2017-05-12	5	 	 	 	Employee 14	Team 8		52.105	53.93899999999999	 	 	 	 	 	 	 
3313	100000381	2017-05-12	5	 	 	 	Employee 14	Team 8		68.704	76.899	 	 	 	 	 	 	 
3337	100000384	2017-06-23	6	 	 	 	Employee 5	Team 8		94.26299999999999	88.85700000000001	 	 	 	 	 	 	 
3341	100000384	2017-07-14	7	 	 	 	Employee 5	Team 8		85.679	90.22200000000001	 	 	 	 	 	 	 
3347	100000384	2017-08-18	8	 	 	 	Employee 5	Team 8		83.00399999999999	90.21799999999999	 	 	 	 	 	 	 
3353	100000384	2017-09-22	9	 	 	 	Employee 5	Team 8		71.357	67.664	 	 	 	 	 	 	 
3377	100000385	2017-06-14	6	 	 	 	Employee 14	Team 8		55.275	48.067	 	 	 	 	 	 	 
3386	100000385	2017-08-09	8	 	 	 	Employee 14	Team 8		58.617	56.725	 	 	 	 	 	 	 
3417	100000386	2017-06-15	6	 	 	 	Employee 17	Team 8		32.738		 	 	underdue	 	 	underdue	 
3427	100000386	2017-08-17	8	 	 	 	Employee 17	Team 8		36.735	41.762	 	 	 	 	 	 	 
3433	100000386	2017-09-21	9	 	 	 	Employee 17	Team 8		41.869	40.742	 	 	 	 	 	 	 
3438	100000386	2017-10-20	10	 	 	 	Employee 17	Team 8		43.887	41.693000000000005	 	 	 	 	 	 	 
3446	100000386	2017-12-07	12	 	 	 	Employee 17	Team 8		53.726000000000006	47.868	 	 	 	 	 	 	 
3454	100000387	2017-05-17	5	 	 	 	Employee 17	Team 8		90.39399999999999		 	 	underdue	 	 	underdue	 
3465	100000387	2017-07-19	7	 	 	 	Employee 17	Team 8		83.945	91.73700000000001	 	 	 	 	 	 	 
3475	100000387	2017-09-21	9	 	 	 	Employee 17	Team 8		89.48	95.40899999999999	 	 	 	 	 	 	 
3484	100000387	2017-11-16	11	 	 	 	Employee 17	Team 8		92.618	89.93299999999999	 	 	 	 	 	 	 
3488	100000387	2017-12-07	12	 	 	 	Employee 17	Team 8		90.052	89.65899999999999	 	 	 	 	 	 	 
3495	100000389	2017-07-19	7	 	 	 	Employee 17	Team 8		12.773	16.811	 	 	 	 	 	 	 
3500	100000389	2017-08-17	8	 	 	 	Employee 17	Team 8		23.065	23.671	 	 	 	 	 	 	 
3506	100000389	2017-09-21	9	 	 	 	Employee 17	Team 8		26.122	25.279	 	 	 	 	 	 	 
3515	100000389	2017-11-16	11	 	 	 	Employee 17	Team 8		20.825	25.674	 	 	 	 	 	 	 
3519	100000389	2017-12-07	12	 	 	 	Employee 17	Team 8		29.761999999999997	33.258	 	 	 	 	 	 	 
3531	100000396	2017-06-22	6	 	 	 	Employee 7	Team 8		45.977	51.299	 	 	 	 	 	 	 
3575	100000397	2017-08-15	8	 	 	 	Employee 7	Team 8		41.224	48.126999999999995	 	 	 	 	 	 	 
3585	100000397	2017-10-20	10	 	 	 	Employee 7	Team 8		52.09	44.00899999999999	 	 	 	 	 	 	 
3589	100000397	2017-11-08	11	 	 	 	Employee 7	Team 8		45.26	44.411	 	 	 	 	 	 	 
3595	100000397	2017-12-12	12	 	 	 	Employee 7	Team 8		44.771	48.232	 	 	 	 	 	 	 
3600	100000398	2017-05-12	5	 	 	 	Employee 7	Team 8		55.365	61.398	 	 	 	 	 	 	 
3610	100000398	2017-07-15	7	 	 	 	Employee 7	Team 8		50.183	54.06	 	 	 	 	 	 	 
3651	100000399	2017-08-15	8	 	 	 	Employee 7	Team 8		50.61600000000001	59.826	 	 	 	 	 	 	 
3661	100000399	2017-10-18	10	 	 	 	Employee 7	Team 8		54.615	59.008	 	 	 	 	 	 	 
3665	100000399	2017-11-08	11	 	 	 	Employee 7	Team 8		48.498000000000005	39.339	 	 	 	 	 	 	 
3675	100000400	2017-05-12	5	 	 	 	Employee 7	Team 8		50.138999999999996	45.706	 	 	 	 	 	 	 
3685	100000400	2017-07-15	7	 	 	 	Employee 7	Team 8		44.22	51.43899999999999	 	 	 	 	 	 	 
3695	100000400	2017-09-15	9	 	 	 	Employee 7	Team 8		46.02	48.653	 	 	 	 	 	 	 
3719	100000401	2017-06-22	6	 	 	 	Employee 7	Team 8		40.938	43.516000000000005	 	 	 	 	 	 	 
3758	100000412	2017-06-22	6	 	 	 	Employee 7	Team 8		67.425	72.987	 	 	 	 	 	 	 
3849	100000415	2017-08-15	8	 	 	 	Employee 7	Team 8		83.57	94.175	 	 	 	 	 	 	 
3859	100000415	2017-10-18	10	 	 	 	Employee 7	Team 8		88.072	91.821	 	 	 	 	 	 	 
3863	100000415	2017-11-08	11	 	 	 	Employee 7	Team 8		79.12899999999999	89.654	 	 	 	 	 	 	 
3869	100000415	2017-12-12	12	 	 	 	Employee 7	Team 8		88.854	89.654	 	 	 	 	 	 	 
3875	100000416	2017-07-15	7	 	 	 	Employee 7	Team 8		72.075	64.306	 	 	 	 	 	 	 
3904	100000418	2017-05-23	5	 	 	 	Employee 10	Team 9		84.20299999999999	82.315	 	 	 	 	 	 	 
3917	100000418	2017-08-15	8	 	 	 	Employee 10	Team 9		81.298	84.99600000000001	 	 	 	 	 	 	 
3923	100000418	2017-09-20	9	 	 	 	Employee 10	Team 9		82.258	84.99600000000001	 	 	 	 	 	 	 
3932	100000418	2017-11-14	11	 	 	 	Employee 10	Team 9		82.21799999999999	87.662	 	 	 	 	 	 	 
3938	100000418	2017-12-19	12	 	 	 	Employee 10	Team 9		77.905	87.662	 	 	 	 	 	 	 
4028	100000429	2017-05-23	5	 	 	 	Employee 10	Team 9		55.24100000000001	55.136	 	 	 	 	 	 	 
4041	100000429	2017-08-15	8	 	 	 	Employee 10	Team 9		57.145	58.778	 	 	 	 	 	 	 
4047	100000429	2017-09-20	9	 	 	 	Employee 10	Team 9		40.791	41.5	 	 	 	 	 	 	 
4056	100000429	2017-11-14	11	 	 	 	Employee 10	Team 9		49.68600000000001	39.561	 	 	 	 	 	 	 
4062	100000429	2017-12-19	12	 	 	 	Employee 10	Team 9		55.946000000000005	62.461000000000006	 	 	 	 	 	 	 
4068	100000430	2017-05-23	5	 	 	 	Employee 10	Team 9		47.239	53.153	 	 	 	 	 	 	 
4081	100000430	2017-08-15	8	 	 	 	Employee 10	Team 9		47.325	57.916000000000004	 	 	 	 	 	 	 
4087	100000430	2017-09-20	9	 	 	 	Employee 10	Team 9		49.185	42.77	 	 	 	 	 	 	 
4096	100000430	2017-11-14	11	 	 	 	Employee 10	Team 9		63.895	63.027	 	 	 	 	 	 	 
4102	100000430	2017-12-19	12	 	 	 	Employee 10	Team 9		60.119	65.107	 	 	 	 	 	 	 
4108	100000432	2017-05-23	5	 	 	 	Employee 10	Team 9		22.079	15.979000000000001	 	 	 	 	 	 	 
4169	100000439	2017-06-23	6	 	 	 	Employee 8	Team 9		87.73100000000001	85.771	 	 	 	 	 	 	 
4189	100000439	2017-11-03	11	 	 	 	Employee 8	Team 9		79.041	89.572	 	 	 	 	 	 	 
4207	100000441	2017-06-23	6	 	 	 	Employee 13	Team 9		76.369	72.539	 	 	 	 	 	 	 
4243	100000442	2017-10-14	10	 	 	 	Employee 11	Team 9		61.65	90.0	 	 	underdue	 	 	underdue	 
4330	100000454	2017-06-21	6	 	 	 	Employee 9	Team 9		18.611	21.423000000000002	 	 	 	 	 	 	 
4362	100000461	2017-07-19	7	 	 	 	Employee 9	Team 9		72.383	68.283	 	 	 	 	 	 	 
4375	100000461	2017-10-12	10	 	 	 	Employee 9	Team 9		70.283	72.6	 	 	 	 	 	 	 
4380	100000461	2017-11-09	11	 	 	 	Employee 9	Team 9		75.633	77.15	 	 	 	 	 	 	 
4384	100000461	2017-11-29	12	 	 	 	Employee 9	Team 9	77.15		70.52	 	 	 	 	 	 	 
4387	100000461	2017-12-13	12	 	 	 	Employee 9	Team 9		68.25	70.52	 	 	 	 	 	 	 
4413	100000464	2017-06-15	6	 	 	 	Employee 8	Team 9		19.507		 	 	underdue	 	 	underdue	 
4460	100000466	2017-06-15	6	 	 	 	Employee 8	Team 9		28.656999999999996		 	 	underdue	 	 	underdue	 
4497	100000467	2017-06-15	6	 	 	 	Employee 8	Team 9		75.532		 	 	underdue	 	 	underdue	 
4547	100000468	2017-09-14	9	 	 	 	Employee 8	Team 9		50.398	42.718999999999994	 	 	 	 	 	 	 
4551	100000468	2017-10-05	10	 	 	 	Employee 8	Team 9		48.611000000000004	38.931999999999995	 	 	 	 	 	 	 
