XLS_RowNumber	CustomerID	Calendarday	month	PerformanceEvaluationPlanned	PerformanceEvaluationExecuted	PerformanceEvaluationAdHoc	TERRID	SAPECCSalesGroup	SAPECoeficient	APECoeficient	FPECoeficient	SAMEDAYVISIT	OVERDUE	UNDERDUE	OK	NOTOK	STATUS	OVERDUEDAYS
301	100000146	2017-10-31	11	0	 	 	Employee 41	Team 1				 	 	 	 	 	 	 
309	100000146	2017-12-12	12	0	 	 	Employee 41	Team 1				 	 	 	 	 	 	 
319	100000200	2017-05-24	5	0	 	 	Employee 43	Team 1				 	 	 	 	 	 	 
331	100000200	2017-08-02	8	0	 	 	Employee 43	Team 1				 	 	 	 	 	 	 
332	100000200	2017-08-09	8	0	 	 	Employee 43	Team 1				 	 	 	 	 	 	 
333	100000200	2017-08-16	8	0	 	 	Employee 43	Team 1				 	 	 	 	 	 	 
342	100000200	2017-10-11	10	0	 	 	Employee 43	Team 1				 	 	 	 	 	 	 
348	100000200	2017-11-08	11	0	 	 	Employee 43	Team 1				 	 	 	 	 	 	 
354	100000200	2017-11-29	12	0	 	 	Employee 43	Team 1				 	 	 	 	 	 	 
360	100000201	2017-05-01	5	0	 	 	Employee 48	Team 4				 	 	 	 	 	 	 
364	100000201	2017-05-29	6	0	 	 	Employee 48	Team 4				 	 	 	 	 	 	 
365	100000201	2017-06-05	6	0	 	 	Employee 48	Team 4				 	 	 	 	 	 	 
367	100000201	2017-06-19	6	0	 	 	Employee 48	Team 4				 	 	 	 	 	 	 
368	100000201	2017-06-26	6	0	 	 	Employee 48	Team 4				 	 	 	 	 	 	 
372	100000201	2017-07-24	7	0	 	 	Employee 48	Team 4				 	 	 	 	 	 	 
374	100000201	2017-08-07	8	0	 	 	Employee 48	Team 4				 	 	 	 	 	 	 
375	100000202	2017-05-01	5	0	 	 	Employee 28	Team 5				 	 	 	 	 	 	 
379	100000202	2017-05-29	6	0	 	 	Employee 28	Team 5				 	 	 	 	 	 	 
380	100000202	2017-06-05	6	0	 	 	Employee 28	Team 5				 	 	 	 	 	 	 
382	100000202	2017-06-19	6	0	 	 	Employee 28	Team 5				 	 	 	 	 	 	 
384	100000202	2017-06-26	6	0	 	 	Employee 28	Team 5				 	 	 	 	 	 	 
396	100000202	2017-08-28	9	0	 	 	Employee 28	Team 5				 	 	 	 	 	 	 
398	100000202	2017-09-11	9	0	 	 	Employee 28	Team 5				 	 	 	 	 	 	 
399	100000202	2017-09-18	9	0	 	 	Employee 28	Team 5				 	 	 	 	 	 	 
404	100000202	2017-10-23	10	0	 	 	Employee 28	Team 5				 	 	 	 	 	 	 
411	100000202	2017-11-27	12	0	 	 	Employee 28	Team 5				 	 	 	 	 	 	 
412	100000202	2017-12-04	12	0	 	 	Employee 28	Team 5				 	 	 	 	 	 	 
415	100000202	2017-12-18	12	0	 	 	Employee 28	Team 5				 	 	 	 	 	 	 
417	100000203	2017-05-01	5	0	 	 	Employee 28	Team 5				 	 	 	 	 	 	 
421	100000203	2017-05-29	6	0	 	 	Employee 28	Team 5				 	 	 	 	 	 	 
422	100000203	2017-06-05	6	0	 	 	Employee 28	Team 5				 	 	 	 	 	 	 
424	100000203	2017-06-19	6	0	 	 	Employee 28	Team 5				 	 	 	 	 	 	 
426	100000203	2017-06-26	6	0	 	 	Employee 28	Team 5				 	 	 	 	 	 	 
438	100000203	2017-08-28	9	0	 	 	Employee 28	Team 5				 	 	 	 	 	 	 
440	100000203	2017-09-11	9	0	 	 	Employee 28	Team 5				 	 	 	 	 	 	 
441	100000203	2017-09-18	9	0	 	 	Employee 28	Team 5				 	 	 	 	 	 	 
447	100000203	2017-10-23	10	0	 	 	Employee 28	Team 5				 	 	 	 	 	 	 
454	100000203	2017-11-27	12	0	 	 	Employee 28	Team 5				 	 	 	 	 	 	 
455	100000203	2017-12-04	12	0	 	 	Employee 28	Team 5				 	 	 	 	 	 	 
461	100000205	2017-05-01	5	0	 	 	Employee 42	Team 1				 	 	 	 	 	 	 
465	100000205	2017-05-29	6	0	 	 	Employee 42	Team 1				 	 	 	 	 	 	 
466	100000205	2017-06-05	6	0	 	 	Employee 42	Team 1				 	 	 	 	 	 	 
467	100000205	2017-06-12	6	0	 	 	Employee 42	Team 1				 	 	 	 	 	 	 
468	100000205	2017-06-19	6	0	 	 	Employee 42	Team 1				 	 	 	 	 	 	 
469	100000205	2017-06-26	6	0	 	 	Employee 42	Team 1				 	 	 	 	 	 	 
478	100000205	2017-08-28	9	0	 	 	Employee 42	Team 1				 	 	 	 	 	 	 
486	100000205	2017-10-23	10	0	 	 	Employee 42	Team 1				 	 	 	 	 	 	 
492	100000205	2017-12-04	12	0	 	 	Employee 42	Team 1				 	 	 	 	 	 	 
496	100000206	2017-05-02	5	0	 	 	Employee 42	Team 1				 	 	 	 	 	 	 
501	100000206	2017-05-30	6	0	 	 	Employee 42	Team 1				 	 	 	 	 	 	 
502	100000206	2017-06-06	6	0	 	 	Employee 42	Team 1				 	 	 	 	 	 	 
503	100000206	2017-06-13	6	0	 	 	Employee 42	Team 1				 	 	 	 	 	 	 
532	100000206	2017-12-05	12	0	 	 	Employee 42	Team 1				 	 	 	 	 	 	 
533	100000206	2017-12-12	12	0	 	 	Employee 42	Team 1				 	 	 	 	 	 	 
541	100000208	2017-06-01	6	0	 	 	Employee 42	Team 1				 	 	 	 	 	 	 
542	100000208	2017-06-08	6	0	 	 	Employee 42	Team 1				 	 	 	 	 	 	 
546	100000208	2017-07-06	7	0	 	 	Employee 42	Team 1				 	 	 	 	 	 	 
563	100000208	2017-11-02	11	0	 	 	Employee 42	Team 1				 	 	 	 	 	 	 
564	100000208	2017-11-09	11	0	 	 	Employee 42	Team 1				 	 	 	 	 	 	 
567	100000208	2017-11-30	12	0	 	 	Employee 42	Team 1				 	 	 	 	 	 	 
568	100000208	2017-12-07	12	0	 	 	Employee 42	Team 1				 	 	 	 	 	 	 
572	100000209	2017-05-02	5	0	 	 	Employee 26	Team 5				 	 	 	 	 	 	 
576	100000209	2017-05-30	6	0	 	 	Employee 26	Team 5				 	 	 	 	 	 	 
577	100000209	2017-06-06	6	0	 	 	Employee 26	Team 5				 	 	 	 	 	 	 
579	100000209	2017-06-20	6	0	 	 	Employee 26	Team 5				 	 	 	 	 	 	 
588	100000209	2017-08-22	8	0	 	 	Employee 26	Team 5				 	 	 	 	 	 	 
589	100000209	2017-08-29	9	0	 	 	Employee 26	Team 5				 	 	 	 	 	 	 
590	100000209	2017-09-05	9	0	 	 	Employee 26	Team 5				 	 	 	 	 	 	 
594	100000209	2017-10-03	10	0	 	 	Employee 26	Team 5				 	 	 	 	 	 	 
596	100000209	2017-10-17	10	0	 	 	Employee 26	Team 5				 	 	 	 	 	 	 
601	100000209	2017-11-14	11	0	 	 	Employee 26	Team 5				 	 	 	 	 	 	 
602	100000209	2017-11-21	11	0	 	 	Employee 26	Team 5				 	 	 	 	 	 	 
605	100000209	2017-12-12	12	0	 	 	Employee 26	Team 5				 	 	 	 	 	 	 
608	100000210	2017-05-08	5	0	 	 	Employee 27	Team 5				 	 	 	 	 	 	 
618	100000210	2017-09-07	9	0	 	 	Employee 27	Team 5				 	 	 	 	 	 	 
619	100000210	2017-09-14	9	0	 	 	Employee 27	Team 5				 	 	 	 	 	 	 
620	100000210	2017-09-21	9	0	 	 	Employee 27	Team 5				 	 	 	 	 	 	 
621	100000210	2017-09-28	9	0	 	 	Employee 27	Team 5				 	 	 	 	 	 	 
622	100000210	2017-10-05	10	0	 	 	Employee 27	Team 5				 	 	 	 	 	 	 
623	100000210	2017-10-12	10	0	 	 	Employee 27	Team 5				 	 	 	 	 	 	 
624	100000210	2017-10-19	10	0	 	 	Employee 27	Team 5				 	 	 	 	 	 	 
631	100000210	2017-12-07	12	0	 	 	Employee 27	Team 5				 	 	 	 	 	 	 
635	100000212	2017-05-02	5	0	 	 	Employee 27	Team 5				 	 	 	 	 	 	 
638	100000212	2017-05-23	5	0	 	 	Employee 27	Team 5				 	 	 	 	 	 	 
639	100000213	2017-05-02	5	0	 	 	Employee 27	Team 5				 	 	 	 	 	 	 
644	100000213	2017-05-30	6	0	 	 	Employee 27	Team 5				 	 	 	 	 	 	 
645	100000213	2017-06-06	6	0	 	 	Employee 27	Team 5				 	 	 	 	 	 	 
647	100000213	2017-06-20	6	0	 	 	Employee 27	Team 5				 	 	 	 	 	 	 
659	100000213	2017-09-05	9	0	 	 	Employee 27	Team 5				 	 	 	 	 	 	 
660	100000213	2017-09-12	9	0	 	 	Employee 27	Team 5				 	 	 	 	 	 	 
661	100000213	2017-09-19	9	0	 	 	Employee 27	Team 5				 	 	 	 	 	 	 
662	100000213	2017-09-26	9	0	 	 	Employee 27	Team 5				 	 	 	 	 	 	 
663	100000213	2017-10-03	10	0	 	 	Employee 27	Team 5				 	 	 	 	 	 	 
664	100000213	2017-10-10	10	0	 	 	Employee 27	Team 5				 	 	 	 	 	 	 
665	100000213	2017-10-17	10	0	 	 	Employee 27	Team 5				 	 	 	 	 	 	 
666	100000213	2017-10-24	10	0	 	 	Employee 27	Team 5				 	 	 	 	 	 	 
673	100000213	2017-12-05	12	0	 	 	Employee 27	Team 5				 	 	 	 	 	 	 
678	100000216	2017-05-01	5	0	 	 	Employee 26	Team 5				 	 	 	 	 	 	 
682	100000216	2017-05-29	6	0	 	 	Employee 26	Team 5				 	 	 	 	 	 	 
683	100000216	2017-06-05	6	0	 	 	Employee 26	Team 5				 	 	 	 	 	 	 
686	100000216	2017-06-26	6	0	 	 	Employee 26	Team 5				 	 	 	 	 	 	 
695	100000216	2017-08-21	8	0	 	 	Employee 26	Team 5				 	 	 	 	 	 	 
696	100000216	2017-08-28	9	0	 	 	Employee 26	Team 5				 	 	 	 	 	 	 
705	100000216	2017-10-23	10	0	 	 	Employee 26	Team 5				 	 	 	 	 	 	 
715	100000216	2017-12-18	12	0	 	 	Employee 26	Team 5				 	 	 	 	 	 	 
717	100000216	2017-12-25	12	0	 	 	Employee 26	Team 5				 	 	 	 	 	 	 
718	100000217	2017-05-05	5	0	 	 	Employee 26	Team 5				 	 	 	 	 	 	 
720	100000217	2017-05-19	5	0	 	 	Employee 26	Team 5				 	 	 	 	 	 	 
722	100000217	2017-06-02	6	0	 	 	Employee 26	Team 5				 	 	 	 	 	 	 
723	100000217	2017-06-09	6	0	 	 	Employee 26	Team 5				 	 	 	 	 	 	 
724	100000217	2017-06-16	6	0	 	 	Employee 26	Team 5				 	 	 	 	 	 	 
728	100000217	2017-07-13	7	0	 	 	Employee 26	Team 5				 	 	 	 	 	 	 
735	100000217	2017-08-24	8	0	 	 	Employee 26	Team 5				 	 	 	 	 	 	 
736	100000217	2017-08-31	9	0	 	 	Employee 26	Team 5				 	 	 	 	 	 	 
739	100000217	2017-09-21	9	0	 	 	Employee 26	Team 5				 	 	 	 	 	 	 
750	100000217	2017-12-07	12	0	 	 	Employee 26	Team 5				 	 	 	 	 	 	 
755	100000218	2017-05-05	5	0	 	 	Employee 26	Team 5				 	 	 	 	 	 	 
757	100000218	2017-05-19	5	0	 	 	Employee 26	Team 5				 	 	 	 	 	 	 
759	100000218	2017-06-02	6	0	 	 	Employee 26	Team 5				 	 	 	 	 	 	 
760	100000218	2017-06-09	6	0	 	 	Employee 26	Team 5				 	 	 	 	 	 	 
761	100000218	2017-06-16	6	0	 	 	Employee 26	Team 5				 	 	 	 	 	 	 
766	100000218	2017-07-14	7	0	 	 	Employee 26	Team 5				 	 	 	 	 	 	 
772	100000218	2017-08-25	8	0	 	 	Employee 26	Team 5				 	 	 	 	 	 	 
773	100000218	2017-09-01	9	0	 	 	Employee 26	Team 5				 	 	 	 	 	 	 
774	100000218	2017-09-08	9	0	 	 	Employee 26	Team 5				 	 	 	 	 	 	 
775	100000218	2017-09-15	9	0	 	 	Employee 26	Team 5				 	 	 	 	 	 	 
776	100000218	2017-09-22	9	0	 	 	Employee 26	Team 5				 	 	 	 	 	 	 
781	100000218	2017-10-27	10	0	 	 	Employee 26	Team 5				 	 	 	 	 	 	 
782	100000218	2017-11-03	11	0	 	 	Employee 26	Team 5				 	 	 	 	 	 	 
783	100000218	2017-11-10	11	0	 	 	Employee 26	Team 5				 	 	 	 	 	 	 
785	100000218	2017-11-24	11	0	 	 	Employee 26	Team 5				 	 	 	 	 	 	 
790	100000218	2017-12-29	12	0	 	 	Employee 26	Team 5				 	 	 	 	 	 	 
791	100000220	2017-05-01	5	0	 	 	Employee 26	Team 5				 	 	 	 	 	 	 
796	100000220	2017-05-29	6	0	 	 	Employee 26	Team 5				 	 	 	 	 	 	 
797	100000220	2017-06-05	6	0	 	 	Employee 26	Team 5				 	 	 	 	 	 	 
800	100000220	2017-06-26	6	0	 	 	Employee 26	Team 5				 	 	 	 	 	 	 
809	100000220	2017-08-21	8	0	 	 	Employee 26	Team 5				 	 	 	 	 	 	 
810	100000220	2017-08-28	9	0	 	 	Employee 26	Team 5				 	 	 	 	 	 	 
819	100000220	2017-10-23	10	0	 	 	Employee 26	Team 5				 	 	 	 	 	 	 
829	100000220	2017-12-18	12	0	 	 	Employee 26	Team 5				 	 	 	 	 	 	 
831	100000220	2017-12-25	12	0	 	 	Employee 26	Team 5				 	 	 	 	 	 	 
832	100000221	2017-05-04	5	0	 	 	Employee 29	Team 5				 	 	 	 	 	 	 
837	100000221	2017-06-01	6	0	 	 	Employee 29	Team 5				 	 	 	 	 	 	 
838	100000221	2017-06-08	6	0	 	 	Employee 29	Team 5				 	 	 	 	 	 	 
839	100000221	2017-06-15	6	0	 	 	Employee 29	Team 5				 	 	 	 	 	 	 
842	100000222	2017-05-02	5	0	 	 	Employee 29	Team 5				 	 	 	 	 	 	 
846	100000222	2017-05-30	6	0	 	 	Employee 29	Team 5				 	 	 	 	 	 	 
847	100000222	2017-06-06	6	0	 	 	Employee 29	Team 5				 	 	 	 	 	 	 
849	100000222	2017-06-20	6	0	 	 	Employee 29	Team 5				 	 	 	 	 	 	 
858	100000222	2017-08-15	8	0	 	 	Employee 29	Team 5				 	 	 	 	 	 	 
861	100000222	2017-09-05	9	0	 	 	Employee 29	Team 5				 	 	 	 	 	 	 
866	100000222	2017-10-03	10	0	 	 	Employee 29	Team 5				 	 	 	 	 	 	 
867	100000222	2017-10-10	10	0	 	 	Employee 29	Team 5				 	 	 	 	 	 	 
868	100000222	2017-10-17	10	0	 	 	Employee 29	Team 5				 	 	 	 	 	 	 
870	100000222	2017-10-31	11	0	 	 	Employee 29	Team 5				 	 	 	 	 	 	 
871	100000222	2017-11-07	11	0	 	 	Employee 29	Team 5				 	 	 	 	 	 	 
872	100000222	2017-11-14	11	0	 	 	Employee 29	Team 5				 	 	 	 	 	 	 
879	100000223	2017-05-05	5	0	 	 	Employee 29	Team 5				 	 	 	 	 	 	 
883	100000223	2017-06-02	6	0	 	 	Employee 29	Team 5				 	 	 	 	 	 	 
884	100000223	2017-06-09	6	0	 	 	Employee 29	Team 5				 	 	 	 	 	 	 
885	100000223	2017-06-16	6	0	 	 	Employee 29	Team 5				 	 	 	 	 	 	 
889	100000223	2017-07-14	7	0	 	 	Employee 29	Team 5				 	 	 	 	 	 	 
894	100000223	2017-08-11	8	0	 	 	Employee 29	Team 5				 	 	 	 	 	 	 
895	100000223	2017-08-18	8	0	 	 	Employee 29	Team 5				 	 	 	 	 	 	 
898	100000223	2017-09-08	9	0	 	 	Employee 29	Team 5				 	 	 	 	 	 	 
899	100000223	2017-09-15	9	0	 	 	Employee 29	Team 5				 	 	 	 	 	 	 
900	100000223	2017-09-22	9	0	 	 	Employee 29	Team 5				 	 	 	 	 	 	 
901	100000223	2017-09-29	9	0	 	 	Employee 29	Team 5				 	 	 	 	 	 	 
906	100000223	2017-11-03	11	0	 	 	Employee 29	Team 5				 	 	 	 	 	 	 
907	100000223	2017-11-10	11	0	 	 	Employee 29	Team 5				 	 	 	 	 	 	 
909	100000223	2017-11-24	11	0	 	 	Employee 29	Team 5				 	 	 	 	 	 	 
913	100000223	2017-12-29	12	0	 	 	Employee 29	Team 5				 	 	 	 	 	 	 
914	100000224	2017-05-05	5	0	 	 	Employee 30	Team 5				 	 	 	 	 	 	 
915	100000224	2017-07-07	7	0	 	 	Employee 30	Team 5				 	 	 	 	 	 	 
916	100000224	2017-07-14	7	0	 	 	Employee 30	Team 5				 	 	 	 	 	 	 
926	100000224	2017-09-08	9	0	 	 	Employee 30	Team 5				 	 	 	 	 	 	 
927	100000224	2017-09-15	9	0	 	 	Employee 30	Team 5				 	 	 	 	 	 	 
928	100000224	2017-09-22	9	0	 	 	Employee 30	Team 5				 	 	 	 	 	 	 
929	100000224	2017-09-29	9	0	 	 	Employee 30	Team 5				 	 	 	 	 	 	 
930	100000224	2017-10-06	10	0	 	 	Employee 30	Team 5				 	 	 	 	 	 	 
933	100000224	2017-10-27	10	0	 	 	Employee 30	Team 5				 	 	 	 	 	 	 
934	100000224	2017-11-03	11	0	 	 	Employee 30	Team 5				 	 	 	 	 	 	 
935	100000224	2017-11-10	11	0	 	 	Employee 30	Team 5				 	 	 	 	 	 	 
936	100000224	2017-11-17	11	0	 	 	Employee 30	Team 5				 	 	 	 	 	 	 
941	100000224	2017-12-29	12	0	 	 	Employee 30	Team 5				 	 	 	 	 	 	 
942	100000225	2017-05-02	5	0	 	 	Employee 43	Team 1				 	 	 	 	 	 	 
946	100000225	2017-05-23	5	0	 	 	Employee 43	Team 1				 	 	 	 	 	 	 
961	100000225	2017-08-08	8	0	 	 	Employee 43	Team 1				 	 	 	 	 	 	 
962	100000225	2017-08-15	8	0	 	 	Employee 43	Team 1				 	 	 	 	 	 	 
979	100000225	2017-11-28	12	0	 	 	Employee 43	Team 1				 	 	 	 	 	 	 
985	100000227	2017-05-01	5	0	 	 	Employee 48	Team 4				 	 	 	 	 	 	 
989	100000227	2017-05-29	6	0	 	 	Employee 48	Team 4				 	 	 	 	 	 	 
990	100000227	2017-06-05	6	0	 	 	Employee 48	Team 4				 	 	 	 	 	 	 
992	100000227	2017-06-19	6	0	 	 	Employee 48	Team 4				 	 	 	 	 	 	 
994	100000227	2017-06-26	6	0	 	 	Employee 48	Team 4				 	 	 	 	 	 	 
998	100000227	2017-07-24	7	0	 	 	Employee 48	Team 4				 	 	 	 	 	 	 
1004	100000227	2017-08-28	9	0	 	 	Employee 48	Team 4				 	 	 	 	 	 	 
1005	100000227	2017-09-04	9	0	 	 	Employee 48	Team 4				 	 	 	 	 	 	 
1006	100000227	2017-09-11	9	0	 	 	Employee 48	Team 4				 	 	 	 	 	 	 
1012	100000227	2017-10-16	10	0	 	 	Employee 48	Team 4				 	 	 	 	 	 	 
1013	100000227	2017-10-23	10	0	 	 	Employee 48	Team 4				 	 	 	 	 	 	 
1019	100000227	2017-12-04	12	0	 	 	Employee 48	Team 4				 	 	 	 	 	 	 
1023	100000228	2017-05-01	5	0	 	 	Employee 48	Team 4				 	 	 	 	 	 	 
1027	100000228	2017-05-29	6	0	 	 	Employee 48	Team 4				 	 	 	 	 	 	 
1028	100000228	2017-06-05	6	0	 	 	Employee 48	Team 4				 	 	 	 	 	 	 
1030	100000228	2017-06-19	6	0	 	 	Employee 48	Team 4				 	 	 	 	 	 	 
1032	100000228	2017-06-26	6	0	 	 	Employee 48	Team 4				 	 	 	 	 	 	 
1036	100000228	2017-07-24	7	0	 	 	Employee 48	Team 4				 	 	 	 	 	 	 
1042	100000228	2017-08-28	9	0	 	 	Employee 48	Team 4				 	 	 	 	 	 	 
1043	100000228	2017-09-04	9	0	 	 	Employee 48	Team 4				 	 	 	 	 	 	 
1044	100000228	2017-09-11	9	0	 	 	Employee 48	Team 4				 	 	 	 	 	 	 
1050	100000228	2017-10-16	10	0	 	 	Employee 48	Team 4				 	 	 	 	 	 	 
1051	100000228	2017-10-23	10	0	 	 	Employee 48	Team 4				 	 	 	 	 	 	 
1057	100000228	2017-12-04	12	0	 	 	Employee 48	Team 4				 	 	 	 	 	 	 
1061	100000229	2017-05-01	5	0	 	 	Employee 49	Team 4				 	 	 	 	 	 	 
1064	100000229	2017-05-22	5	0	 	 	Employee 49	Team 4				 	 	 	 	 	 	 
1065	100000229	2017-05-29	6	0	 	 	Employee 49	Team 4				 	 	 	 	 	 	 
1066	100000229	2017-06-05	6	0	 	 	Employee 49	Team 4				 	 	 	 	 	 	 
1068	100000229	2017-06-19	6	0	 	 	Employee 49	Team 4				 	 	 	 	 	 	 
1069	100000229	2017-06-26	6	0	 	 	Employee 49	Team 4				 	 	 	 	 	 	 
1076	100000229	2017-08-14	8	0	 	 	Employee 49	Team 4				 	 	 	 	 	 	 
1077	100000229	2017-08-21	8	0	 	 	Employee 49	Team 4				 	 	 	 	 	 	 
1078	100000229	2017-08-28	9	0	 	 	Employee 49	Team 4				 	 	 	 	 	 	 
1084	100000229	2017-10-09	10	0	 	 	Employee 49	Team 4				 	 	 	 	 	 	 
1087	100000229	2017-10-23	10	0	 	 	Employee 49	Team 4				 	 	 	 	 	 	 
1097	100000229	2017-12-04	12	0	 	 	Employee 49	Team 4				 	 	 	 	 	 	 
1107	100000230	2017-05-24	5	0	 	 	Employee 49	Team 4				 	 	 	 	 	 	 
1108	100000230	2017-05-31	6	0	 	 	Employee 49	Team 4				 	 	 	 	 	 	 
1109	100000230	2017-06-07	6	0	 	 	Employee 49	Team 4				 	 	 	 	 	 	 
1117	100000230	2017-08-02	8	0	 	 	Employee 49	Team 4				 	 	 	 	 	 	 
1119	100000230	2017-08-16	8	0	 	 	Employee 49	Team 4				 	 	 	 	 	 	 
1120	100000230	2017-08-23	8	0	 	 	Employee 49	Team 4				 	 	 	 	 	 	 
1121	100000230	2017-08-30	9	0	 	 	Employee 49	Team 4				 	 	 	 	 	 	 
1122	100000230	2017-09-06	9	0	 	 	Employee 49	Team 4				 	 	 	 	 	 	 
